collect_day,good_id,pum_id,pum_name,good_name,sales_price,discount_price,benifit
2018-06-01,4067702,A015020,식용유,CJ 카놀라유 900mL*6입 포도씨유/식용유,17400,17400,0
2018-06-01,1872397422,C014010,아동복,11/초등학교체육복/체육복/학생체육복/크레용체육복,16000,16000,0
2018-06-01,1311542106,C015040,장갑,고급 모던 가죽장갑(남성) 겨울장갑 겨울가죽장갑 남,29420,29420,0
2018-06-01,1010171981,E061100,습기제거제,[P&G]P&G)페브리즈은은한향370ML,5900,5900,0
2018-06-01,1432048464,C013010,점퍼,여성자켓 정장자켓 하객룩 결혼식원피스 테일러드자켓,66500,56500,-10000
2018-06-01,1777020999,E031120,믹서,딤채 믹서기 25500RPM 고속믹서기 뉴트리불렛 NB1000P,159000,159000,0
2018-06-01,189121305,A018020,사탕,엑스오 XO사탕 커피맛 캔디 1.5kg/커피사탕/버터사탕,9390,9390,0
2018-06-01,1523710055,C011030,남자학생복,초특가 名品 긴팔 와이셔츠 정장 남자 남성 체크 셔츠,13800,10800,-3000
2018-06-01,1531573271,A012060,햄및베이컨,SPAM 스팸 클래식/마일드 340g 할인특가,20900,20900,0
2018-06-01,2113803651,C012060,여자내의,[하프클럽/ab.plus]W ab.plus 댄디슬랙스 LSR3GP05F,34000,34000,0
2018-06-01,1233990833,A011130,시리얼,파프리카시즈닝(청우 400g)X12 식자재용 spices 분말,93860,93860,0
2018-06-01,1667940025,A017010,배추,오병이어농산[특가]국산 양배추3개(5~8kg)/3통,14900,14900,0
2018-06-01,1597152252,F011130,홍삼,정관장 기운민세트(SET),60000,60000,0
2018-06-01,183930629,A017150,버섯,[원하프]국산무농약안심콩나물340g/풀무원[총알배송!,3060,3060,0
2018-06-01,389992068,A019180,즉석식품,고추튀김1kg 오징어채 오징어링 김말이튀김 순대,9900,9900,0
2018-06-01,585551629,C011050,남자내의,30%쿠폰! 원플 남여공용 면마바지/면마반바지/여름팬,10900,10900,0
2018-06-01,732581103,E011050,책상,좌식책상 시리즈10종/컴퓨터책상/공부방/학생/테이블,19000,17500,-1500
2018-06-01,369804473,C015040,장갑,방한장갑 뱅키블랙 보드장갑 눈썰매장갑 스키장갑 방,11260,11260,0
2018-06-01,1599015547,A011170,떡,[떡장인 황대규옹] 수능찰떡 5종혼합 영양세트 大 (45Gx20개) /수능떡,26000,23400,-2600
2018-06-01,958544914,A011110,당면,맑은물에청국장(200G),1490,1490,0
2018-06-01,1056313871,L012060,샴푸,리엔샴푸 대용량950mlx2개~3개/백단향/서향/엘라스틴,14900,14900,0
2018-06-01,1228053601,A011130,시리얼,통감자 부침가루 (백설 1K) X10,48010,42730,-5280
2018-06-01,387392666,C015040,장갑,[프로스펙스] (SIZE : LXL) 핑거 메이저 2 니트 글러브(GR,8740,8740,0
2018-06-01,1712528300,I031040,생화,캠핑샤워기/차량용 휴대용 샤워용품/야외 등산 낚시,21800,20060,-1740
2018-06-01,866983005,E011030,거실장,[풀씨]루트 화이트가든 720x480 다용도 상 중 하이글로시,20000,20000,0
2018-06-01,1247457971,E061020,섬유유연제,피죤 섬유유연제 2100mlx5개 용기 액츠 세제,12800,12800,0
2018-06-01,866983004,E011030,거실장,[풀씨]루트 화이트가든 800x600 다용도 상 대 하이글로시,22400,22400,0
2018-06-01,866983007,E011030,거실장,[풀씨]루트 그리드핑크 800x600 다용도 상 대 하이글로시,22400,22400,0
2018-06-01,2116954038,A019180,즉석식품,CJ 비비고 미역국/육개장/스팸부대찌개/사골곰탕 14종,1090,1090,0
2018-06-01,866983006,E011030,거실장,[풀씨]루트 화이트가든 600x400 다용도 상 소 하이글로시,17400,17400,0
2018-06-01,309122282,C011030,남자학생복,[체이스컬트]여성용 쉬폰 배색 야상 베스트-DBRG7301CF0,9900,9410,-490
2018-06-01,985327990,L012030,칫솔,[P&G]P&G오랄비 고탄력 초미세모 틈새케어_4입,10900,10900,0
2018-06-01,1753369254,L021010,손목시계,AILANG 정품 남자 선물 오토매틱 명품 손목 메탈 시계,282000,275000,-7000
2018-06-01,895833004,E061040,부엌용세제,[LG]LG 자연퐁 오렌지 1.2KG(리필),6300,2990,-3310
2018-06-01,866983001,E011030,거실장,[풀씨]루트 라임가든 800x600 다용도 상 대 하이글로시,22400,22400,0
2018-06-01,866983000,E011030,거실장,[풀씨]루트 로즈와인 600x400 다용도 상 소 하이글로시,17400,17400,0
2018-06-01,1353860744,C013020,티셔츠,디스커버리 반팔티 DWTS74731 여자 카라티 에리포인트 PQ 티셔츠,34500,31050,-3450
2018-06-01,866983003,E011030,거실장,[풀씨]루트 라임가든 600x400 다용도 상 소 하이글로시,17400,17400,0
2018-06-01,866983002,E011030,거실장,[풀씨]루트 라임가든 720x480 다용도 상 중 하이글로시,20000,20000,0
2018-06-01,839264627,E031110,청소기,정품.삼성 진공청소기 VC33M2110LP 가정용청소기,119800,119800,0
2018-06-01,2144457524,A014030,치즈,코리원/모짜렐라치즈 1kg/치즈/피자치즈/간식/피자,7600,7500,-100
2018-06-01,442633115,A014010,우유,[정기배달] 헬리코박터 프로젝트 윌 - (90개)/ 한국야쿠르트,126000,126000,0
2018-06-01,610786181,E011060,의자,레이디가구 침대형 중역 리클라이닝 사무용 의자,127950,115160,-12790
2018-06-01,1804574002,L021020,장신구,[바보사랑]3중 레이어드 체인 목걸이,10320,10320,0
2018-06-01,727080494,F012010,종이기저귀,[하기스] 보송보송 2~6단계(팬티4팩/밴드3팩),38900,38900,0
2018-06-01,948541138,C012060,여자내의,[반에이크]고방롱체크SK(VA85SKQ329Z),39800,35820,-3980
2018-06-01,1804574000,L021020,장신구,[바보사랑]나뭇잎 큐빅 은침귀걸이,9520,9520,0
2018-06-01,514121966,A011170,떡,쌀떡국떡1kg/떡국떡/떡국/쌀떡볶이떡/떡볶이떡/쌀떡,1680,1680,0
2018-06-01,762672186,A016090,참외,최고과일 - 게르마늄기능성참외 3K,19900,14900,-5000
2018-06-01,1804574004,L021020,장신구,[바보사랑]이자르크로스,106000,106000,0
2018-06-01,544513901,C012040,여자학생복,[리스트][리스트] 18 여름신상 레드라벨 노카라 롱 포켓 가디건_TSKCDI62010_MG,59000,54870,-4130
2018-06-01,750071598,A016120,바나나,[ 무료배송] 맛있는 돌바나나 / 6kg 대용량,22900,22400,-500
2018-06-01,1665454796,L012060,샴푸,미쟝센 퍼펙트세럼 샴푸/린스 680ml /트리트먼트,3200,3200,0
2018-06-01,1401974943,C013020,티셔츠,[MLB] 남여공용 와펜로고 반팔 티셔츠(31TSD1831),33000,27390,-5610
2018-06-01,1092322098,E031080,선풍기,유니맥스_ 탁상용 미니 온풍팬히터 UMH-400S,17950,17950,0
2018-06-01,1257877681,C013010,점퍼,[무료배송] 세젤예 블루종 항공점퍼,25210,21690,-3520
2018-06-01,1092322095,E031080,선풍기,신일_ 휴대용 가스히터 SCG-1700JW(주황),45300,45300,0
2018-06-01,998791113,C013050,운동복,RainOK에탄올워셔액/발수코팅워셔액/12개이상무료배송,2900,2900,0
2018-06-01,1093276366,E031080,선풍기,BTI 카본히터 BTI-1200C,45700,45700,0
2018-06-01,973013926,C012060,여자내의,[포에버21]하이웨스트 우븐 반바지/FOREVER21/바지/팬츠/핫팬츠,22900,18320,-4580
2018-06-01,1092322091,E031080,선풍기,신일_ 세라믹 벽걸이형 히터 SEH-900WST,50000,50000,0
2018-06-01,228823352,I031040,생화,컬러풀 꺾임파라솔 21종/파라솔/낚시파라솔/그늘/비치,22800,20980,-1820
2018-06-01,1092322093,E031080,선풍기,신일_ 세라믹 벽걸이형 히터 SEH-1250WOH,51300,51300,0
2018-06-01,1622082029,C013010,점퍼,[까르뜨블랑슈]CMM7WJ82 CP 린넨 스트레치 자켓 - 3종,159000,127200,-31800
2018-06-01,451843080,C013020,티셔츠,(2+1양말)국산 끈나시/캡 롱나시/스포츠브라탑/런닝,4900,4900,0
2018-06-01,525493079,C012020,원피스,[보브]체크 패턴 린넨 코트(7127216056)/ 보브(의류),138000,110400,-27600
2018-06-01,913449956,A019080,고추장,캠핑갈때 딱!! 장류 균일가 상품,1950,1950,0
2018-06-01,1939545257,C013050,운동복,차량용소화기 월드프로 119 자동차소화기 휴대용 차량용 소화기 구난용품 비상용품 캠,9300,8530,-770
2018-06-01,986307337,E061090,방향제,페브리즈 화장실용 비치형 숲속향 5.5ML,6500,6500,0
2018-06-01,357773275,C013010,점퍼,라운드넥 집업점퍼 SU4UJ02　/ 숲,99000,89100,-9900
2018-06-01,900476647,A016050,밤,건대추 500G,7990,7990,0
2018-06-01,1049487108,E031010,전기밥솥,쿠첸 2017년 출시! 3인용 미니밥솥 CJE-A0306,48900,48900,0
2018-06-01,893943857,E031130,보온매트,[바보사랑]숯 황토볼온열매트(더블),550000,550000,0
2018-06-01,446386804,C013050,운동복,카미리 다용도 우산걸이/루어낚시태/등산지팡이/클립/정리함/홀더/SM3/SM5/그랜져xG/그,4850,4430,-420
2018-06-01,382049219,L021020,장신구,[티르리르] 다즐링(장미수정64cut)팔찌TBSSVW10636M-5,59000,50150,-8850
2018-06-01,1176185739,C011050,남자내의,카멜 푸딩바지/배기바지/밴딩바지/면바지/냉장고바지,7900,7900,0
2018-06-01,1600412848,C011050,남자내의,[뉴에라] 반바지 (11760933) 2018 신 NE 테크 숏 팬츠 그레이 (AP NE TECH SHORT PANT,89000,77700,-11300
2018-06-01,1521567514,E011050,책상,리바트 프렌즈 소호 1800 ㄷ자 책상,95400,95400,0
2018-06-01,81387906,E061020,섬유유연제,소프트빈스 용기 4Lx1개+2Lx1개 섬유유연제 세탁,15900,15900,0
2018-06-01,1299485804,C013010,점퍼,신상 후드집업/후드티/맨투맨/티셔츠/여성/빅사이즈,22800,19800,-3000
2018-06-01,915335677,C011020,남자상의,(추동용신상)빅사이즈 st 댄디 자켓 sun1710-001 빅사,100330,95320,-5010
2018-06-01,559288686,C015040,장갑,아놀드파마_APGW-BY1221(여성가죽장갑) 장갑 가죽장갑,26000,26000,0
2018-06-01,470450873,E031110,청소기,[LG전자] LG판매점(JS) 파워싸이킹 C40SGY 진공청소기 헤파필터,181720,169000,-12720
2018-06-01,127075173,L012060,샴푸,더플러스 샴푸/식물성계면활성제.초저자극 천연샴푸/비듬.각질.가려움.지루성두피염,34000,32000,-2000
2018-06-01,1915535281,A015020,식용유,청정원 올리브유 500ml X 15EA(Hanworld),171300,145610,-25690
2018-06-01,991284983,A012040,닭고기,국내산100% IQF 닭가슴살 5kg/체리부로/CSK 가슴살,24900,24900,0
2018-06-01,1292137913,F012020,생리대,좋은느낌 유기농/순면/중형/대형/오버나이트/라이너,7900,7900,0
2018-06-01,1351404022,E021010,침구,[키즈 세사]루카스 인견 홑이불 베개세트 S(강남점),79000,67440,-11560
2018-06-01,2147417879,C012020,원피스,김발 겉대x20,20160,20160,0
2018-06-01,996195276,C013050,운동복,싼타모-미르웨이 후사경/4WD/RV용품/사각지대/후진주차/현대/기아/대우/쌍용,27000,24600,-2400
2018-06-01,146467460,A012040,닭고기,[신선애] 냉동 생 닭가슴살 1팩 구성,850,850,0
2018-06-01,439788463,E041010,식기,방짜유기/방짜/그릇/부부/반상기/세트/예단/조각매화/,770000,750000,-20000
2018-06-01,1412888283,C014010,아동복,어린이 방한 마스크 FL0146 플라이봇패턴마스크,8720,8720,0
2018-06-01,450567467,C013030,스웨터,MTSSF18014 크랙 후드 남자후드티 남성용후드티 캐주,40400,40400,0
2018-06-01,175334224,A019080,고추장,청정원 (쌀)초고추장 170g사각 1+1,6500,6500,0
2018-06-01,849226212,A019080,고추장,해찬들 우리쌀 태양초 고추장(1KG),12780,12780,0
2018-06-01,1093276395,E031080,선풍기,동일_5핀 타이머 라디에이터 TKR-T50S,50900,50900,0
2018-06-01,496388812,A012010,국산쇠고기,(제주어가 실속 세트)제주 은갈치(대) 1마리 x 제주,77000,68530,-8470
2018-06-01,999287539,A011080,밀가루,오뚜기 가쓰오부시 국수장국 360ml 소면 국수 비빔장,2000,2000,0
2018-06-01,242391775,C015030,넥타이,(색상 : 연핑크) BTIE_062 파스텔 유광 보타,12740,12740,0
2018-06-01,373798988,A019080,고추장,팔도 만능비빔장(40G*10입),4800,4800,0
2018-06-01,699238826,A013030,조기,특가판매[국내산 서해 참조기]100 마리(5마리x20팩),39800,39800,0
2018-06-01,1821580291,C013010,점퍼,[올리비아로렌][올리비아로렌]캐주얼 밴딩 주름 롱 점퍼 VOCCLRS2331_53,20000,19000,-1000
2018-06-01,955799340,E061020,섬유유연제,[아토세이프] 오투겔 표백 세탁세제 2.5L 4개 /오투크린/표백/세탁세제/액상세제/표백세제,10900,10500,-400
2018-06-01,707415871,C013040,청바지,S~5XL 여름 청바지/면반바지/7부바지/5부/빅사이즈,13900,13900,0
2018-06-01,1726660699,I011030,사진기,정품 니콘 A300 2005만화소 디카 카메라 사은품증정,148000,126040,-21960
2018-06-01,985349344,A013130,오징어채,참진미 오징어기획 150G*2봉,15900,9900,-6000
2018-06-01,985349343,A013130,오징어채,백진미 오징어(국산) 120G/봉,10900,10900,0
2018-06-01,1391824799,C013010,점퍼,[모다아울렛][ENC]파스텔롱야구점퍼(ENJJ81221OLL),111500,104810,-6690
2018-06-01,1913963700,F011120,인삼,(장생농산장수산삼 7년근 5주(5뿌리) 7년근 10년근 산,215930,209460,-6470
2018-06-01,442789073,C013040,청바지,키즈 여아 라이트 워시 데님 미디 쇼츠 5218232531051/ 갭 키즈,39000,33150,-5850
2018-06-01,739007436,L021060,유모차,페도라 S9 앨리스 유모차+필수 사은품 5종 증정!,225000,225000,0
2018-06-01,2003132187,L012060,샴푸,2018년형/려 화윤/ 화윤생 뷰티풀에이징 샴푸액 350ml,19300,19300,0
2018-06-01,474707206,C012040,여자학생복,가디건 숄 어깨 머플러 스카프 실내 사무실 여성 패션,32710,32710,0
2018-06-01,990033046,A019180,즉석식품,CJ 비비고 삼계탕 800G,10980,8990,-1990
2018-06-01,1122444820,C012040,여자학생복,린넨옆트임뒷벨트베스트_KL1VT142A/ 쿠기,30800,27720,-3080
2018-06-01,2125018876,C013010,점퍼,[제이콤마][제이콤마]시크 레더 자켓,74800,71810,-2990
2018-06-01,2111188126,C013010,점퍼,[에꼴리에] B 사이클 홑겹 바람막이17B1101,22000,22000,0
2018-06-01,1122444824,C012040,여자학생복,노카라옆트임롱베스트_KL1VT143A/ 쿠기,26800,24120,-2680
2018-06-01,229946858,A017160,오이,[가온애]특가 건표고 모음 표고버섯 마른표고 표고 버섯 표고슬라이스 목이버섯 건나물,6000,5800,-200
2018-06-01,1950326878,C012040,여자학생복,[악녀일기][악녀일기]쿨링롱가디건,24640,22670,-1970
2018-06-01,423410168,C013010,점퍼,헌팅자켓 사파리 BW 남성자켓 점퍼 야상 남자야상 헌,85280,85280,0
2018-06-01,428005462,E031080,선풍기,한빛 공기청정슬림형 전기온풍기hv-5000(5.0kw) - 전,697330,620630,-76700
2018-06-01,895798287,L021050,우산,[3M]3M천연펄프망사수세미(타원형),2190,2190,0
2018-06-01,1953742683,F012010,종이기저귀,베이비위크/ 물티슈2팩증정 모나리자 키비 기저귀 4팩,27900,27900,0
2018-06-01,1199571416,C013010,점퍼,[올리비아로렌] 펀칭 짜임 시스루 가디건 4VOCBCQM4431,26900,25290,-1610
2018-06-01,2051134337,C012030,여자상의,[땡스메리] 30%쿠폰! 시원한 썸머특가전/ 원피스 외,15900,15900,0
2018-06-01,375922154,A014050,달걀,[농장직송] 백봉오골계 부화용 종란 10구,14000,14000,0
2018-06-01,958627746,A018060,스낵과자,프링글스 오리지날110G,2730,2730,0
2018-06-01,1459637747,A016160,과일가공품,블루베리안주 (소울 350g) X6,130530,116180,-14350
2018-06-01,1152173185,C013040,청바지,[미아마스빈] 넘나예쁜 여름신상! 티셔츠/팬츠/원피스,18000,18000,0
2018-06-01,1114803340,E061030,전구,[유니온엘이디] LED공장등 100W 천장등기구 체인형 LED모듈 유니온LED,99000,99000,0
2018-06-01,482402657,C012020,원피스,허리스트링 트렌치코트VU4BB91,63200,63200,0
2018-06-01,988212108,E061030,전구,[GE]GE) 컴팩트 30W 주광색 2입 12*7*19,15900,15900,0
2018-06-01,1173441741,C014010,아동복,[MLB키즈] 여름 반팔 티셔츠(택1)71TS64831,34300,29160,-5140
2018-06-01,899344493,A018060,스낵과자,[크라운]크라운 화이트하임 (142G),2750,1990,-760
2018-06-01,988212107,E061030,전구,[GE]GE) 12W주광색 2입 9.5*5*12.5,12500,12500,0
2018-06-01,353454966,A012010,국산쇠고기,대관령한우 스페셜 5호,334310,334310,0
2018-06-01,1319051941,C011050,남자내의,보풀방지 브라운화이트라인 교복조끼 공용 코스프레,28560,28560,0
2018-06-01,1610234,C013050,운동복,툴마트백업패드변환아답터 M14 M16용,4900,4330,-570
2018-06-01,2127531912,E031140,비데,아메리칸스탠다드 전자식 센스웰비데 KF-8327 KF-8331,307000,153500,-153500
2018-06-01,388163445,C015030,넥타이,(색상 : 네이비) BTIE_112 땡땡이 두꺼운 니,15140,15140,0
2018-06-01,1399377315,E011020,침대,다하스 1000S /맥반석 싱글침대/ 장수돌침대,1688700,1469170,-219530
2018-06-01,1374464485,C013040,청바지,[제이알주니어] 4부청팬츠(연청),29900,23920,-5980
2018-06-01,1297198052,C011020,남자상의,MJ-924 미니멀 컬러링 투버튼 자켓 남성캐주얼자켓 남,139000,137610,-1390
2018-06-01,1054883641,C013020,티셔츠,플라워바코드크롭티/라운드티/프린트티/반팔티.,4900,4900,0
2018-06-01,320508314,C011030,남자학생복,남성셔츠 반팔셔츠 와이셔츠 남방 봄 여름 남자셔츠,19800,19800,0
2018-06-01,1549921634,A011050,콩,삼덕식품 2017년 가을에 수확한 국산 생땅콩 2kg,23900,23900,0
2018-06-01,1047078471,A011140,부침가루,2단으로 쌓을수있는 크라운 2단 케이크스탠드 도자기,32450,32450,0
2018-06-01,682869358,A013090,전복,관자슬라이스250g 냉동/키조개슬라이스/냉동관자,8900,8900,0
2018-06-01,986307307,E061040,부엌용세제,참그린 순수 발효곡물 리필 1.2L,4900,4900,0
2018-06-01,1622167474,L021030,가방,력셔리 백팩 도심 심플형 노트북가방 넷북 맥북가방,29000,29000,0
2018-06-01,1010291914,A011160,빵,[아레바로스] 밀또띠아6인치,11700,9000,-2700
2018-06-01,1010291915,A011160,빵,[아레바로스] 콘또띠아6인치,16900,13000,-3900
2018-06-01,428668899,I031070,애완동물관리비,스타 족구네트(경기용/보급형)/스타 공식판매점,16000,13280,-2720
2018-06-01,1371120648,A017250,고사리,동결건조 유기농 브로콜리 가루 분말 60g x 4개 녹즙,38800,38800,0
2018-06-01,1899678441,C013020,티셔츠,[필골드] SLKN501n502 글라데이션 오버핏라운드니트,37800,37800,0
2018-06-01,1353379874,C013020,티셔츠,베이직 후드티 LTT003 여성티셔츠 여성후드티,26120,25600,-520
2018-06-01,1890536940,I031010,장난감,경찰 전동 오토바이 유아 스쿠터 바이크 사이클 선물,85800,83230,-2570
2018-06-01,632284273,C012060,여자내의,벨벳 기모 몸빼 바지 일바지 편한 고무줄 밴딩 팬츠,6500,6400,-100
2018-06-01,1123036803,E011030,거실장,레테 골프 1인소파,140000,140000,0
2018-06-01,1123036802,E011030,거실장,레테 골프 2인소파,220000,220000,0
2018-06-01,1123036805,E011030,거실장,레테 레이 1인소파,76000,76000,0
2018-06-01,1123036804,E011030,거실장,레테 레이 2인소파,135000,135000,0
2018-06-01,457313571,C011030,남자학생복,[2018 남자 여름코디] 사카리바 가디건,22500,22500,0
2018-06-01,1123036806,E011030,거실장,레테 카니발 1인소파,76000,76000,0
2018-06-01,1901636682,F012020,생리대,깨끗한나라 릴리안 . 순수한면 정품 생리대 인기 SET,12900,12900,0
2018-06-01,2074713233,C012020,원피스,브로치장식 심플자켓 Z181MSF002/ 쥬크,179000,152150,-26850
2018-06-01,1713114167,C013050,운동복,롤타입 휠바란스 붙이는납 케이스 5g 1000ea 강재납,18900,18900,0
2018-06-01,288089781,C011030,남자학생복,신상품 풍기인견 인견 반팔남방C / 인견남방 여름남방 비치남방 poong5,55150,55150,0
2018-06-01,1199630230,A011030,찹쌀,보리쌀 (7K),37130,33050,-4080
2018-06-01,1690007890,A022010,주스,[제주직송] 참좋은 알로에겔(즙) 30팩(알로에 90%/팩당 100ml),49900,47660,-2240
2018-06-01,949031233,I012010,컴퓨터,삼성 LG 중고컴퓨터 브랜드 데스크탑PC 모음전,270000,135000,-135000
2018-06-01,1153872494,L012090,기초화장품,(4중 기능성 올인원 크림) 그라펜 에너지포인원 크림,21000,21000,0
2018-06-01,37031458,A016120,바나나,대용량 고당도 바나나 13kg 1박스 6손/8손,28500,28500,0
2018-06-01,2058765911,E011050,책상,무료배송 1인용컴퓨터책상/좌식컴퓨터책상/일자형책상,19900,19900,0
2018-06-01,153660804,E031010,전기밥솥,쿠첸 6인용 CJE-NB0601// 원터치 취사.보온 전기밥솥,32500,30550,-1950
2018-06-01,1945244602,E031110,청소기,한경희 듀얼(스틱+핸디) 무선 진공청소기 VS-1000WT,116120,99900,-16220
2018-06-01,300570716,C012040,여자학생복,[카라]KARRA 레이어드배색자수블라우스_KBI6BL231C,32500,30880,-1620
2018-06-01,1225695795,C011030,남자학생복,[지오다노] 048515 에어 쿨 셔츠/ 지오다노,39800,32240,-7560
2018-06-01,1326161105,L021010,손목시계,버버리 시계 남성 여성 크로노그래프 기능 풀구성,138000,138000,0
2018-06-01,1010291946,A011160,빵,[다이애나] 멕시코 콘또띠아6인치,16900,13000,-3900
2018-06-01,802492147,A016030,복숭아,황도캔(2절 화남820g)/황도캔 복숭아캔 황도 과일통조,4470,4210,-260
2018-06-01,1690979156,A013010,갈치,잔가시없는 어린이 순살 갈치팩 500g/ HACCP인증,12900,12900,0
2018-06-01,175385834,A019080,고추장,[1+1]청정원 (쌀)초고추장 170g+170g(사각),2600,2600,0
2018-06-01,2056539388,A013080,조개,굴철철 냉동굴5kg~10kg/건조굴/무료배송/공장직송,45700,45700,0
2018-06-01,549851327,C012060,여자내의,[스파오][스파오] 남성 린넨바지-SPTC526M10,13900,13210,-690
2018-06-01,607579032,F012010,종이기저귀,[네띠] 스웨덴 친환경 네띠 기저귀 팬티형 5단계 4팩,54000,54000,0
2018-06-01,1563309278,C013010,점퍼,봄 여름 남성 바람막이 점퍼 자켓 등산 경량 아웃도어,16800,16800,0
2018-06-01,218799180,L021050,우산,도롱이/우비/우의/비옷/낚시복/오토바이우의/레인코트,33800,33800,0
2018-06-01,442789035,C013040,청바지,키즈 여아 다크 워시 데님 쇼츠 5218232571051/ 갭 키즈,39000,33150,-5850
2018-06-01,1418759310,A016160,과일가공품,칠레산 A등급 냉동 블루베리 1kg/망고/라즈베리,5800,5800,0
2018-06-01,1311760448,A011170,떡,[블루탐] 블루탐 오메기떡(60/80개입) 무료배송!!!,45000,45000,0
2018-06-01,981692614,A018060,스낵과자,농심 매운 새우깡 400G,3600,2890,-710
2018-06-01,175385832,A019080,고추장,[1+1]청정원 (쌀)초고추장 300g+300g(튜브),4400,4400,0
2018-06-01,819294719,E011040,소파,[에보니아] 뉴피닉스 3인소파/PU/방수패브릭/3인쇼파,249000,249000,0
2018-06-01,761991364,E041020,컵,el.크리스탈 손잡이 뚜껑머그 2조 (선택) 물컵 유리컵,8420,8420,0
2018-06-01,794219892,E031080,선풍기,[신일] 히터벽걸이 SEH-1800WR/SEH-880WR _ 근적외선 /겨울/난방/,123000,123000,0
2018-06-01,1567132144,A011080,밀가루,방울이표 구포국수 1.4kg/오색국수,2300,2300,0
2018-06-01,1313909297,C013010,점퍼,[드넬]파스텔봄버점퍼DJ81944A,16900,15210,-1690
2018-06-01,1796399885,L021020,장신구,핫쎄일/8mm 담수비드/광택칼라aa급/14k장식,140000,140000,0
2018-06-01,1010350719,A019180,즉석식품,동원 떡볶이의신 달콤바삭떡강정 402G,4490,4490,0
2018-06-01,1010349639,A022050,탄산음료,롯데 수박스파클링 190ML*6,4280,2100,-2180
2018-06-01,987972725,A011060,땅콩,[맛있는 잡곡] 풍경소리 발아현미19곡 3kg + 사은품 !! 찰흑미 200g 증정,13900,10300,-3600
2018-06-01,1247514396,F012020,생리대,시크릿데이 생리대 NEW라이너 일반20PX15팩,11700,11120,-580
2018-06-01,1188475978,C012060,여자내의,[리스트] 프론트 슬릿 컷아웃 데님 스커트_TSMSKH10010_BL,39000,31200,-7800
2018-06-01,1989608691,L012040,치약,EM 치약세트/천연건강 친환경/무불소 무파라벤/어린이,13100,12950,-150
2018-06-01,559201295,A014030,치즈,DS090/서울체다 멀티슬라이스치즈 1800g 가공식품 조,41430,41430,0
2018-06-01,262202366,C012040,여자학생복,단추 포인트 가디건 가디건 라운드가디건 볼레로 단추가디건 미니가디건,170920,107680,-63240
2018-06-01,382050058,L021020,장신구,[티르리르] 다즐링(프레나이트) 팔찌TBSSVW10636M-7,59000,50150,-8850
2018-06-01,1010288161,A016150,아몬드,브라질넛 120G,5990,5990,0
2018-06-01,1385741553,A011160,빵,안흥찐빵마을 국산팥 수제 안흥찐빵 3종세트 빵 팥찐,70420,70420,0
2018-06-01,1026718506,E031090,공기청정기,(공식)샤오미공기청정기 미에어2/국내AS/가정 사무실,148000,142000,-6000
2018-06-01,1148167921,E031130,보온매트,한일 카페트매트 온돌마루 전기장판 전기매트 전기요,90000,49900,-40100
2018-06-01,468651596,C013010,점퍼,빅사이즈 쥬리 후드점퍼 후드집업 집업점퍼 후드집업,92120,92120,0
2018-06-01,955680391,E061020,섬유유연제,[아토세이프] 유아 섬유세제 2L 3개 + 섬유유연제 2L 1개/세제/아기세제/아기유연제/유아세제/유아유연제/유아섬유유연제/유아용세제,21900,7900,-14000
2018-06-01,793267609,C013020,티셔츠,[대구백화점 I관] [톰보이](기존가:19 000원)레이어드롱민소매티셔츠(9107223111),19000,16340,-2660
2018-06-01,942936739,L021060,유모차,프라메떼 - 디럭스사륜 180도차양 170도등받이조절 유,776330,690940,-85390
2018-06-01,989852589,A011180,파스타면,오뚜기 프레스코 번들스파게티 500G,2780,2780,0
2018-06-01,574964378,A012050,소시지,렉커 햄소시지 비어슁켄(600g)/국산돈육/손으로만든독일전통수제햄소시지/반찬술안주간,5300,5300,0
2018-06-01,1061973932,L021010,손목시계,CASIO 카시오 LQ-139EMV-1ALDF여성 우레탄밴드 패션시계,25000,25000,0
2018-06-01,1061973931,L021010,손목시계,CASIO 카시오 LQ-139EMV-7ALDF여성 우레탄밴드 패션시계,25000,25000,0
2018-06-01,1061973930,L021010,손목시계,CASIO 카시오 LQ-139EMV-9ALDF여성 우레탄밴드 패션시계,25000,25000,0
2018-06-01,1209310508,A016070,귤,자연농부고냉지 거창한사과 선물세트2호 5kg14-16과/,60480,60480,0
2018-06-01,2016592219,C013010,점퍼,배색퍼가죽무스탕,164700,164700,0
2018-06-01,1427886416,E031120,믹서,이유식믹서기 곡식도 갈리는 초고속 타우루스 블렌더,89000,83990,-5010
2018-06-01,2047449234,F011150,건강기능식품,데일리베스트종합비타민+선물박스+휴대용기/180정*2병,28310,28310,0
2018-06-01,1690150136,A013040,고등어,이동삼 안동 간고등어 순살 80g 100g 150g 300g,33000,32000,-1000
2018-06-01,1061973929,L021010,손목시계,CASIO 카시오 LQ-139L-9BDF여성 가죽밴드 패션시계,32000,32000,0
2018-06-01,700800498,C013050,운동복,아디다스/트레이닝/자켓/저지/유로파/슈퍼스타/25종,38900,38900,0
2018-06-01,1061973928,L021010,손목시계,CASIO 카시오 LQ-139LB-1BDF여성 가죽패브릭밴드 패션시계,30000,30000,0
2018-06-01,87834950,L012110,색조화장품,2018년 신상 시즌4 AHC 내추럴 퍼펙션 선스틱 썬스틱,8900,8900,0
2018-06-01,1880437438,L021060,유모차,타보 이노베이션 절충 휴대용유모차+5종 사은품 증정,272000,272000,0
